;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;100;62192;636;65;13,58695652173913;98,88717794040608;60,60606060606061;98,98771248487935;77,45485977079747;22,19755826859046;35,816618911174785
pca-quart;116;61756;1069;49;9,789029535864978;98,22511509763454;70,3030303030303;98,29844807003582;83,13049244055144;17,185185185185183;31,436314363143627
mlp-1camadas-min;105;62475;353;60;22,925764192139738;99,3443715968441;63,63636363636363;99,43814859616731;79,54798667089234;33,70786516853932;46,95885509838998
mlp-1camadas-quart;117;62295;530;48;18,083462132921174;99,08239403079854;70,9090909090909;99,15638678869877;83,8515905932429;28,81773399014778;44,75899005355775
mlp-3camadas-min;105;62495;333;60;23,972602739726028;99,37612115631896;63,63636363636363;99,46998153689438;79,56071842300186;34,82587064676617;47,814207650273225
mlp-3camadas-quart;117;62317;508;48;18,72;99,11732020955708;70,9090909090909;99,19140469558297;83,866395731303;29,62025316455696;45,52529182879377
oc-svm-min;0;62828;0;165;0,0;99,73806613433239;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;62825;0;165;0,0;99,738053659311;0,0;100,0;0,0;0,0;0,0
if-min;7;62825;3;158;70,0;99,74441604622736;4,242424242424242;99,99522505889094;20,5966542651108;7,999999999999998;5,223880597014925
if-quart;15;62812;13;150;53,57142857142857;99,74122876647087;9,090909090909092;99,97930760047751;30,148014799783706;15,544041450777202;10,901162790697676
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;100;62560;202;60;33,11258278145695;99,58361145545278;62,5;99,67814919855964;78,92961627241056;43,290043290043286;53,07855626326964
