;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;88;65064;586;50;13,056379821958457;99,03325834498693;63,768115942028984;99,1073876618431;79,49774454116307;21,67487684729064;35,88907014681892
pca-quart;110;64549;1098;28;9,105960264900663;98,28836360872539;79,71014492753623;98,3274178561092;88,53074453352845;16,34472511144131;31,249999999999996
mlp-1camadas-min;49;65411;239;89;17,01388888888889;99,50142883200584;35,507246376811594;99,63594821020564;59,47939274309223;23,004694835680755;29,166666666666664
mlp-1camadas-quart;77;65289;358;61;17,701149425287355;99,36307668921486;55,79710144927536;99,45465900955108;74,49350104780288;26,876090750436298;39,00709219858156
mlp-3camadas-min;49;65421;229;89;17,62589928057554;99,51662917249347;35,507246376811594;99,65118050266565;59,48393915880381;23,557692307692307;29,518072289156628
mlp-3camadas-quart;72;65262;385;66;15,75492341356674;99,31443338146994;52,17391304347826;99,41352994043902;72,01939229442087;24,20168067226891;35,678889990089196
oc-svm-min;0;65650;0;138;0,0;99,79023530127076;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;65646;1;138;0,0;99,78870563198298;0,0;99,998476701144;0,0;0,0;0,0
if-min;2;65626;24;136;7,6923076923076925;99,75679455219797;1,4492753623188406;99,96344249809596;12,036384604401215;2,4390243902439024;1,7301038062283736
if-quart;5;65595;52;133;8,771929824561404;99,71878087709965;3,6231884057971016;99,92078845948787;19,027134367647726;5,128205128205129;4,105090311986864
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;41;65468;144;88;22,16216216216216;99,64709998326767;31,782945736434108;99,78052795220387;56,31446621834964;26,114649681528665;29,243937232524964
