;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;59;60657;456;24;11,45631067961165;99,21563500882411;71,08433734939759;99,25384124490698;83,99639000740758;19,732441471571907;34,82880755608028
pca-quart;72;60267;843;11;7,868852459016393;98,6044155377249;86,74698795180723;98,62052037309769;92,49342188829466;14,42885771543086;28,869286287089015
mlp-1camadas-min;57;60755;358;26;13,734939759036145;99,37250800705928;68,67469879518072;99,4141999247296;82,62711562068885;22,89156626506024;38,15261044176707
mlp-1camadas-quart;69;60520;590;14;10,47040971168437;99,01295899857827;83,13253012048193;99,03452790050729;90,73583015356519;18,598382749326145;34,81331987891019
mlp-3camadas-min;13;60883;230;70;5,349794238683128;99,50977188051506;15,662650602409638;99,62364799633465;39,501523898503415;7,975460122699386;11,304347826086955
mlp-3camadas-quart;67;60736;374;16;15,192743764172336;99,36267220106875;80,72289156626506;99,38798887252496;89,57056351696126;25,572519083969468;43,33764553686934
oc-svm-min;0;61113;0;83;0,0;99,86437022027583;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;61110;0;83;0,0;99,86436357099669;0,0;100,0;0,0;0,0;0,0
if-min;0;61051;62;83;0,0;99,76305640891562;0,0;99,8985485903163;0,0;0,0;0,0
if-quart;6;60980;130;77;4,411764705882353;99,66172601441342;7,228915662650603;99,78726885943381;26,85802954036442;5,479452054794521;6,4102564102564115
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;17;60873;198;25;7,906976744186046;99,63510218775056;40,476190476190474;99,67578719850665;63,51768374642595;13,229571984435799;22,19321148825065
