;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;3;39470;62;58;4,615384615384615;99,69691612153663;4,918032786885246;99,84316503086107;22,159240942960327;4,761904761904761;4,854368932038835
pca-quart;4;39363;166;57;2,3529411764705883;99,43672644607224;6,557377049180328;99,580055149384;25,553550989885572;3,463203463203463;4,830917874396135
mlp-1camadas-min;3;39491;41;58;6,818181818181818;99,74995580026773;4,918032786885246;99,8962865526662;22,165135067355127;5,7142857142857135;5,208333333333334
mlp-1camadas-quart;3;39435;94;58;3,0927835051546393;99,61606466279363;4,918032786885246;99,76219990386805;22,150254400774344;3,7974683544303796;4,39882697947214
mlp-3camadas-min;3;39495;37;58;7,5;99,76005859621651;4,918032786885246;99,90640493777194;22,16625758002005;5,9405940594059405;5,28169014084507
mlp-3camadas-quart;3;39441;88;58;3,2967032967032965;99,63122000505179;4,918032786885246;99,77737863340839;22,151939407387466;3,9473684210526314;4,477611940298508
oc-svm-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0,0;0,0
if-min;0;39531;1;61;0,0;99,84340666279392;0,0;99,99747040372357;0,0;0,0;0,0
if-quart;0;39518;11;61;0,0;99,81813589290225;0,0;99,97217232917605;0,0;0,0;0,0
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;0;39515;18;61;0,0;99,80047481941709;0,0;99,95446841878936;0,0;0,0;0,0
