;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;121;91196;522;43;18,818040435458787;99,38508086458718;73,78048780487805;99,43086417060991;85,65078902945477;29,98760842627014;46,57428791377983
pca-quart;130;90710;1005;34;11,45374449339207;98,86916487989639;79,26829268292683;98,90421414163441;88,54359487932454;20,015396458814475;36,2925739810162
mlp-1camadas-min;119;89289;2429;45;4,670329670329671;97,30741603360832;72,5609756097561;97,35166488584575;84,04719972343518;8,775811209439528;18,570536828963796
mlp-1camadas-quart;129;88743;2972;35;4,159948403740729;96,72721731842968;78,65853658536585;96,75952679496265;87,24083205921558;7,9019908116385915;17,167953154112325
mlp-3camadas-min;96;91440;278;68;25,668449197860962;99,6234300515879;58,53658536585366;99,69689701040144;76,39316672687475;35,687732342007436;46,601941747572816
mlp-3camadas-quart;115;91158;557;49;17,113095238095237;99,3404368789386;70,1219512195122;99,39268385760235;83,48418370589239;27,511961722488035;43,29819277108434
oc-svm-min;0;91718;0;164;0,0;99,82151019786248;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;91715;0;164;0,0;99,82150436987777;0,0;100,0;0,0;0,0;0,0
if-min;68;91664;54;96;55,73770491803279;99,83674713219129;41,46341463414634;99,94112387971826;64,3731330480919;47,552447552447546;43,70179948586119
if-quart;73;91609;106;91;40,78212290502793;99,78558756625561;44,51219512195122;99,88442457613259;66,6788946847249;42,565597667638485;43,71257485029941
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;90;91412;202;53;30,82191780821918;99,72209204747321;62,93706293706294;99,77950968192634;79,24537387558141;41,37931034482759;52,08333333333333
