;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;85;65299;351;53;19,495412844036696;99,38590624429987;61,594202898550726;99,46534653465346;78,27188981895164;29,616724738675956;43,016194331983804
pca-quart;107;65047;600;31;15,134370579915135;99,04081477540473;77,53623188405797;99,08602068639847;87,6513358506826;25,325443786982248;42,494042891183476
mlp-1camadas-min;81;65410;240;57;25,233644859813083;99,54854988751748;58,69565217391305;99,63442498095964;76,47292039166702;35,294117647058826;46,391752577319586
mlp-1camadas-quart;103;65285;362;35;22,150537634408604;99,39651896328951;74,6376811594203;99,44856581412708;86,1545724091092;34,16252072968491;50,63913470993118
mlp-3camadas-min;73;65467;183;65;28,515625;99,62303155590685;52,89855072463768;99,72124904798171;72,62994940855245;37,055837563451774;45,17326732673267
mlp-3camadas-quart;87;65399;248;51;25,970149253731343;99,54548909325834;63,04347826086956;99,62222188371136;79,24980365669862;36,78646934460888;49,04171364148816
oc-svm-min;0;65650;0;138;0,0;99,79023530127076;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;65647;0;138;0,0;99,79022573535;0,0;100,0;0,0;0,0;0,0
if-min;47;65507;143;91;24,736842105263158;99,64431203258953;34,05797101449275;99,78217821782178;58,295613329868345;28,65853658536585;31,67115902964959
if-quart;63;65496;151;75;29,439252336448597;99,65645663905146;45,65217391304348;99,76998187274361;67,4886402571254;35,79545454545455;41,12271540469974
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;71;65456;168;65;29,707112970711297;99,64568126520682;52,205882352941174;99,74399609898818;72,16109288083156;37,86666666666667;45,338441890166024
