;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;61;60550;563;22;9,775641025641026;99,04405516700437;73,49397590361446;99,07875574754962;85,33282889644825;17,256011315417258;31,903765690376563
pca-quart;73;59998;1112;10;6,160337552742616;98,1664569476901;87,95180722891567;98,18033055146458;92,92544057648387;11,514195583596214;24,060646011865526
mlp-1camadas-min;61;60589;524;22;10,427350427350428;99,10778482253743;73,49397590361446;99,14257195686679;85,36030573059313;18,263473053892216;33,26063249727372
mlp-1camadas-quart;73;60108;1002;10;6,790697674418604;98,34621607046557;87,95180722891567;98,36033382425136;93,01058606138523;12,607944732297064;25,941719971570716
mlp-3camadas-min;50;60857;256;33;16,33986928104575;99,52774691156284;60,24096385542169;99,58110385678988;77,45231873946624;25,706940874035986;39,18495297805642
mlp-3camadas-quart;72;60560;550;11;11,57556270096463;99,08322847384505;86,74698795180723;99,09998363606611;92,71798685531368;20,425531914893618;37,735849056603776
oc-svm-min;0;61113;0;83;0,0;99,86437022027583;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;61110;0;83;0,0;99,86436357099669;0,0;100,0;0,0;0,0;0,0
if-min;0;61106;7;83;0,0;99,85293156415452;0,0;99,98854580858409;0,0;0,0;0,0
if-quart;0;61094;16;83;0,0;99,83821678950207;0,0;99,97381770577647;0,0;0,0;0,0
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;50;60774;202;22;19,841269841269842;99,63307561263268;69,44444444444444;99,66872212017843;83,19518637591662;30,864197530864203;46,296296296296305
