;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;114;91166;552;50;17,117117117117118;99,34481182386104;69,51219512195122;99,39815521489784;83,12270423933506;27,469879518072293;43,11649016641453
pca-quart;127;90614;1101;37;10,342019543973942;98,76141446902992;77,4390243902439;98,79954205964128;87,4696527219669;18,24712643678161;33,70488322717622
mlp-1camadas-min;90;91437;281;74;24,258760107816713;99,61363487951938;54,8780487804878;99,69362611483024;73,9661522389354;33,64485981308411;43,816942551119766
mlp-1camadas-quart;112;91131;584;52;16,091954022988507;99,3077852392821;68,29268292682927;99,36324483454179;82,37586159832424;26,04651162790698;41,42011834319527
mlp-3camadas-min;84;91531;187;80;30,99630996309963;99,7094098953005;51,21951219512195;99,79611417606141;71,4948130081236;38,62068965517241;45,30744336569579
mlp-3camadas-quart;105;91342;373;59;21,96652719665272;99,52981638894633;64,02439024390245;99,59330534808919;79,85236782516971;32,71028037383178;46,2962962962963
oc-svm-min;0;91718;0;164;0,0;99,82151019786248;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;91715;0;164;0,0;99,82150436987777;0,0;100,0;0,0;0,0;0,0
if-min;71;91667;51;93;58,19672131147541;99,84327724690364;43,292682926829265;99,94439477528947;65,7788795383477;49,650349650349646;45,62982005141388
if-quart;76;91630;85;88;47,20496894409938;99,81170887798082;46,34146341463415;99,90732159406858;68,04301204756898;46,769230769230774;46,51162790697675
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;82;91532;144;76;36,283185840707965;99,76043731079992;51,89873417721519;99,84292508399145;71,98417484704316;42,708333333333336;47,78554778554779
