;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;61;60275;838;22;6,7853170189098995;98,59467939080986;73,49397590361446;98,62876965621062;85,13883027453856;12,423625254582484;24,776604386677494
pca-quart;73;59542;1568;10;4,448507007921998;97,42127367509356;87,95180722891567;97,43413516609392;92,57163860299981;8,468677494199534;18,499746578813987
mlp-1camadas-min;41;60726;387;42;9,57943925233645;99,29897378913654;49,397590361445786;99,36674684600658;70,06052994553009;16,04696673189824;26,973684210526315
mlp-1camadas-quart;71;60297;813;12;8,031674208144796;98,6518065791839;85,5421686746988;98,66961217476681;91,87171821469879;14,684591520165462;29,194078947368418
mlp-3camadas-min;19;60899;214;64;8,15450643776824;99,54572194261063;22,89156626506024;99,6498290052853;47,76128834083531;12,025316455696203;16,8141592920354
mlp-3camadas-quart;50;60674;436;33;10,2880658436214;99,23357246743909;60,24096385542169;99,28653248240877;77,33767784594349;17,57469244288225;30,562347188264056
oc-svm-min;0;61113;0;83;0,0;99,86437022027583;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;61110;0;83;0,0;99,86436357099669;0,0;100,0;0,0;0,0;0,0
if-min;0;61104;9;83;0,0;99,84966337669128;0,0;99,98527318246526;0,0;0,0;0,0
if-quart;1;61089;21;82;4,545454545454546;99,83168009412842;1,2048192771084338;99,96563573883161;10,974539853066466;1,904761904761905;1,4124293785310735
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;18;60867;165;49;9,836065573770492;99,64974876839229;26,865671641791046;99,72965001966182;51,76199407266855;14,4;19,955654101995563
