;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;129;91167;551;35;18,970588235294116;99,36222546309396;78,65853658536585;99,39924551342158;88,42284314460395;30,568720379146917;48,278443113772454
pca-quart;139;90685;1030;25;11,890504704875962;98,85175067207959;84,7560975609756;98,8769557869487;91,54466074660442;20,855213803450862;38,082191780821915
mlp-1camadas-min;124;91321;397;40;23,80038387715931;99,52438997845063;75,60975609756098;99,56715148607688;86,76547723139186;36,2043795620438;52,676295666949876
mlp-1camadas-quart;132;90938;777;32;14,521452145214521;99,11949411726292;80,48780487804878;99,15281033636809;89,33415948820347;24,603914259086668;42,17252396166134
mlp-3camadas-min;114;91275;443;50;20,46678635547576;99,46344224113537;69,51219512195122;99,51699775398504;83,17238102775337;31,62274618585298;46,99093157460841
mlp-3camadas-quart;132;90792;923;32;12,511848341232227;98,9605894709346;80,48780487804878;98,99362154500355;89,26241815616274;21,65709598031173;38,5739333722969
oc-svm-min;0;91718;0;164;0,0;99,82151019786248;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;91715;0;164;0,0;99,82150436987777;0,0;100,0;0,0;0,0;0,0
if-min;86;91659;59;78;59,310344827586206;99,85089571406805;52,4390243902439;99,93567238709959;72,39149923687545;55,66343042071197;53,682896379525594
if-quart;99;91578;137;65;41,94915254237288;99,78014562631287;60,36585365853659;99,8506242163223;77,63741475059587;49,5;55,49327354260089
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;110;91398;245;42;30,985915492957748;99,68734680538155;72,36842105263158;99,73265824994817;84,95584149974891;43,392504930966474;57,113187954309446
