;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;45;60800;313;38;12,569832402234637;99,42643310020263;54,21686746987952;99,48783401240325;73,44330270021794;20,408163265306122;32,608695652173914
pca-quart;66;60574;536;17;10,96345514950166;99,09630186459235;79,51807228915662;99,1228931435117;88,78097421461487;19,27007299270073;35,33190578158458
mlp-1camadas-min;54;60825;288;29;15,789473684210526;99,48199228707759;65,06024096385542;99,52874183888862;80,46964599690651;25,411764705882355;40,059347181008896
mlp-1camadas-quart;68;60625;485;15;12,296564195298373;99,18291307829327;81,92771084337349;99,2063492063492;90,15402981345045;21,38364779874214;38,418079096045204
mlp-3camadas-min;57;60747;366;26;13,47517730496454;99,35943525720636;68,67469879518072;99,40110942025429;82,62167542081656;22,529644268774703;37,74834437086093
mlp-3camadas-quart;69;60459;651;14;9,583333333333334;98,91327439413004;83,13253012048193;98,93470790378007;90,69009088523441;17,185554171855543;32,79467680608365
oc-svm-min;0;61113;0;83;0,0;99,86437022027583;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;61110;0;83;0,0;99,86436357099669;0,0;100,0;0,0;0,0;0,0
if-min;2;61061;52;81;3,7037037037037037;99,78266553369501;2,4096385542168677;99,91491172091044;15,516404977438574;2,9197080291970807;2,590673575129534
if-quart;40;60994;116;43;25,641025641025642;99,74016635889726;48,19277108433735;99,8101783668794;69,35509410217752;33,47280334728034;40,98360655737705
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;55;60873;214;26;20,44609665427509;99,60763798064347;67,90123456790124;99,6496799646406;82,25774306346698;31,428571428571427;46,374367622259705
