;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;89;65228;422;49;17,416829745596868;99,28406396303278;64,4927536231884;99,35719725818736;80,04885535385755;27,42681047765793;41,86265286923801
pca-quart;107;64920;727;31;12,829736211031175;98,84776164779205;77,53623188405797;98,89256173168614;87,56572730261843;22,016460905349795;38,6002886002886
mlp-1camadas-min;77;65398;252;61;23,404255319148938;99,52422934273727;55,79710144927536;99,61614623000762;74,55395507403739;32,976445396145614;43,70034052213394
mlp-1camadas-quart;101;65193;454;37;18,1981981981982;99,25362924678878;73,18840579710145;99,30842231937484;85,25388619752376;29,14862914862915;45,61878952122856
mlp-3camadas-min;59;65311;339;79;14,824120603015075;99,3646257676172;42,7536231884058;99,48362528560548;65,21721727333463;22,01492537313433;31,052631578947366
mlp-3camadas-quart;89;65094;553;49;13,862928348909657;99,08489777304857;64,4927536231884;99,15761573263059;79,96841677379473;22,82051282051282;37,26968174204355
oc-svm-min;0;65650;0;138;0,0;99,79023530127076;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;65646;1;138;0,0;99,78870563198298;0,0;99,998476701144;0,0;0,0;0,0
if-min;53;65551;99;85;34,86842105263158;99,72031373502766;38,405797101449274;99,84920030464585;61,925666146131974;36,55172413793103;37,64204545454545
if-quart;81;65508;139;57;36,81818181818182;99,70205974006232;58,69565217391305;99,78826145901564;76,53193507051729;45,25139664804469;52,46113989637306
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;68;65436;178;58;27,642276422764226;99,64101003954974;53,96825396825397;99,72871643246869;73,36337435229825;36,55913978494624;45,33333333333333
