;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;25;37136;2396;36;1,0326311441553078;93,85750006314248;40,98360655737705;93,93908732166346;62,04806681235236;2,01450443190975;4,690431519699812
pca-quart;53;33832;5697;8;0,9217391304347826;85,58979540287952;86,88524590163935;85,58779630144957;86,23408101111106;1,8241266563414216;4,421087754421088
mlp-1camadas-min;13;38566;966;48;1,3278855975485189;97,43894122698457;21,311475409836067;97,55640999696449;45,5968313890581;2,5;5,314799672935405
mlp-1camadas-quart;39;37459;2070;22;1,8492176386913228;94,71583733265976;63,9344262295082;94,76333830858357;77,83726397010666;3,5944700460829493;8,287292817679557
mlp-3camadas-min;11;39053;479;50;2,2448979591836733;98,663905235774;18,0327868852459;98,78832338358798;42,20697551740703;3,9927404718693276;7,493188010899181
mlp-3camadas-quart;31;38468;1061;30;2,838827838827839;97,24425359939379;50,81967213114754;97,31589465961699;70,32468883508143;5,377276669557675;11,60179640718563
oc-svm-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0,0;0,0
if-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0,0;0,0
if-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0,0;0,0
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;6;38982;318;52;1,8518518518518519;99,059911580873;10,344827586206897;99,19083969465649;32,03298510554876;3,141361256544503;5,395683453237409
