;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;113;61560;1268;52;8,182476466328747;97,9045290746591;68,48484848484848;97,98179155790412;81,91622640916188;14,61836998706339;27,682508574228322
pca-quart;127;60800;2025;38;5,901486988847584;96,72487696459756;76,96969696969697;96,77676084361322;86,30688243611714;10,962451445835132;22,581792318634424
mlp-1camadas-min;104;62300;528;61;16,455696202531644;99,06497547346531;63,03030303030303;99,1596103648055;79,05732280858281;26,097867001254702;40,24767801857584
mlp-1camadas-quart;113;62043;782;52;12,625698324022347;98,6759803143356;68,48484848484848;98,75527258257063;82,23891949616836;21,32075471698113;36,33440514469453
mlp-3camadas-min;101;62348;480;64;17,38382099827883;99,13641198228375;61,21212121212121;99,23600942255045;77,9387364368987;27,077747989276137;40,692989524576944
mlp-3camadas-quart;108;62112;713;57;13,15468940316687;98,77758374345134;65,45454545454545;98,86510147234381;80,44358444394292;21,906693711967545;36,46185010128292
oc-svm-min;0;62828;0;165;0,0;99,73806613433239;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;62825;0;165;0,0;99,738053659311;0,0;100,0;0,0;0,0;0,0
if-min;57;62782;46;108;55,33980582524272;99,75552839204356;34,54545454545455;99,92678423632775;58,753861002571604;42,53731343283582;37,35255570117955
if-quart;92;62752;73;73;55,75757575757576;99,76821717732973;55,75757575757576;99,88380421806606;74,62760066251415;55,75757575757576;55,75757575757576
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;96;62450;347;65;21,670428893905193;99,34559547634932;59,62732919254658;99,44742583244422;77,00509332156226;31,788079470198674;44,158233670653175
