;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;114;65094;556;24;17,01492537313433;99,11838025171764;82,6086956521739;99,15308453922316;90,50362967127316;28,217821782178216;46,64484451718495
pca-quart;117;64637;1010;21;10,381543921916593;98,43277342859315;84,78260869565217;98,46146815543742;91,36640589528444;18,498023715415023;34,84216795711733
mlp-1camadas-min;97;65387;263;41;26,944444444444443;99,53790964917614;70,28985507246377;99,5993907083016;83,67094321323391;38,95582329317269;53,17982456140352
mlp-1camadas-quart;113;65249;398;25;22,113502935420744;99,35699627574675;81,8840579710145;99,39372705531098;90,21508581247527;34,822804314329744;53,151458137347134
mlp-3camadas-min;111;65357;293;27;27,475247524752476;99,51358910439593;80,43478260869566;99,55369383092156;89,48508099779997;40,959409594095945;58,05439330543934
mlp-3camadas-quart;118;65209;438;20;21,223021582733814;99,30379265790074;85,5072463768116;99,33279510107089;92,16112946359009;34,00576368876081;53,24909747292419
oc-svm-min;0;65650;0;138;0,0;99,79023530127076;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;65647;0;138;0,0;99,79022573535;0,0;100,0;0,0;0,0;0,0
if-min;29;65640;10;109;74,35897435897436;99,81911594819724;21,014492753623188;99,98476770753999;45,83807561910509;32,7683615819209;24,534686971235192
if-quart;52;65618;29;86;64,19753086419753;99,82518811279166;37,68115942028985;99,95582433317593;61,3714212943198;47,48858447488584;41,074249605055286
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;89;65406;224;37;28,43450479233227;99,60307804610986;70,63492063492063;99,65869267103459;83,90103603292675;40,546697038724375;54,46756425948592
