;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;61;60565;548;22;10,016420361247947;99,06856657297863;73,49397590361446;99,10330044344084;85,34339795648462;17,630057803468205;32,41232731137088
pca-quart;73;60029;1081;10;6,325823223570191;98,21711633683591;87,95180722891567;98,23105874652266;92,94944401537028;11,802748585286983;24,56258411843876
mlp-1camadas-min;59;60662;451;24;11,568627450980392;99,22380547748219;71,08433734939759;99,26202281020404;83,99985187739406;19,898819561551434;35,035629453681715
mlp-1camadas-quart;72;60223;887;11;7,507820646506778;98,5325118886147;86,74698795180723;98,54851906398298;92,45965171852951;13,81957773512476;27,8853601859024
mlp-3camadas-min;50;60880;233;33;17,6678445229682;99,56533106739002;60,24096385542169;99,61873905715642;77,46695333408205;27,322404371584703;40,65040650406504
mlp-3camadas-quart;71;60632;478;12;12,932604735883425;99,1992548167274;85,5421686746988;99,217803960072;92,12657663174986;22,468354430379748;40,29511918274688
oc-svm-min;0;61113;0;83;0,0;99,86437022027583;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;61110;0;83;0,0;99,86436357099669;0,0;100,0;0,0;0,0;0,0
if-min;7;61050;63;76;10,0;99,77286097130532;8,433734939759036;99,89691227725689;29,025920819962714;9,150326797385622;8,706467661691542
if-quart;32;60988;122;51;20,77922077922078;99,71728792508947;38,55421686746988;99,80036000654557;62,0300308168868;27,0042194092827;32,92181069958848
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;51;60822;194;22;20,816326530612244;99,64641752197613;69,86301369863014;99,68205060967615;83,45111423612838;32,075471698113205;47,486033519553075
