;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;116;91257;461;48;20,103986135181977;99,44602860190244;70,73170731707317;99,49737238055779;83,89051806991928;31,309041835357622;47,039740470397405
pca-quart;126;90805;910;38;12,162162162162161;98,96820818685445;76,82926829268293;99,00779588944012;87,21637755294005;21,0;37,234042553191486
mlp-1camadas-min;115;91014;704;49;14,041514041514041;99,18047060360027;70,1219512195122;99,23242983928999;83,41685443952174;23,397761953204476;38,983050847457626
mlp-1camadas-quart;123;90227;1488;41;7,635009310986964;98,33585476550681;75,0;98,37758272910646;85,89714025905045;13,859154929577466;27,128363475959414
mlp-3camadas-min;113;91486;232;51;32,7536231884058;99,69199625606757;68,90243902439025;99,7470507424933;82,90244315849446;44,4007858546169;56,44355644355645
mlp-3camadas-quart;118;91204;511;46;18,75993640699523;99,39376789037756;71,95121951219512;99,44283923022407;84,5874314208073;29,76040353089533;45,914396887159526
oc-svm-min;0;91718;0;164;0,0;99,82151019786248;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;91715;0;164;0,0;99,82150436987777;0,0;100,0;0,0;0,0;0,0
if-min;85;91646;72;79;54,140127388535035;99,83565877973923;51,829268292682926;99,92149850629102;71,96428387950147;52,9595015576324;52,27552275522755
if-quart;95;91575;140;69;40,42553191489362;99,77252691039301;57,926829268292686;99,84735321376002;76,05156528635285;47,61904761904762;53,31088664421998
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;108;91446;186;55;36,734693877551024;99,73745846723678;66,25766871165644;99,79701414353065;81,31615769042796;47,26477024070022;57,08245243128964
