;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;1;39321;211;60;0,4716981132075472;99,31553557447023;1,639344262295082;99,46625518567237;12,769472766352196;0,7326007326007326;1,0964912280701755
pca-quart;2;39104;425;59;0,468384074941452;98,7774690578429;3,278688524590164;98,92483999089276;18,00954573760977;0,819672131147541;1,4903129657228016
mlp-1camadas-min;0;39474;58;61;0,0;99,69944182052383;0,0;99,85328341596681;0,0;0,0;0,0
mlp-1camadas-quart;0;39357;172;61;0,0;99,41146754230867;0,0;99,56487641984366;0,0;0,0;0,0
mlp-3camadas-min;0;39477;55;61;0,0;99,70701891748541;0,0;99,86087220479611;0,0;0,0;0,0
mlp-3camadas-quart;0;39383;146;61;0,0;99,47714069209397;0,0;99,63065091451845;0,0;0,0;0,0
oc-svm-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0,0;0,0
if-min;0;39526;6;61;0,0;99,83077816785796;0,0;99,9848224223414;0,0;0,0;0,0
if-quart;0;39499;30;61;0,0;99,77014397575145;0,0;99,92410635229831;0,0;0,0;0,0
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;0;39492;29;61;0,0;99,77262391996362;0,0;99,92662128994712;0,0;0,0;0,0
