;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;92;91603;115;72;44,44444444444444;99,79647809146515;56,09756097560975;99,87461566977038;74,8513349410051;49,59568733153638;53,30243337195829
pca-quart;107;91449;266;57;28,68632707774799;99,6484506796983;65,2439024390244;99,70997110614404;80,65647913867306;39,85102420856611;51,99222546161322
mlp-1camadas-min;104;91597;121;60;46,22222222222222;99,8030082061775;63,41463414634146;99,86807387862797;79,58076003603504;53,47043701799486;59,02383654937571
mlp-1camadas-quart;111;91482;233;53;32,26744186046512;99,68872103527465;67,6829268292683;99,74595213432917;82,16506544647487;43,70078740157481;55,50000000000001
mlp-3camadas-min;101;91627;91;63;52,604166666666664;99,83239372238306;61,58536585365854;99,90078283434005;78,43740344962805;56,741573033707866;59,55188679245283
mlp-3camadas-quart;107;91537;178;57;37,54385964912281;99,74422882269072;65,2439024390244;99,80592051463773;80,69527706683984;47,661469933184854;56,85441020191286
oc-svm-min;0;91718;0;164;0,0;99,82151019786248;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;91715;0;164;0,0;99,82150436987777;0,0;100,0;0,0;0,0;0,0
if-min;95;91673;45;69;67,85714285714286;99,87592782046538;57,926829268292686;99,95093656643189;76,0910036580518;62,5;59,673366834170864
if-quart;98;91632;83;66;54,14364640883978;99,83783018970603;59,75609756097561;99,90950226244344;77,26708202373818;56,811594202898554;58,542413381123055
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;91;91657;55;69;62,32876712328767;99,86502960640891;56,875;99,94002965806001;75,39289878232672;59,47712418300654;57,888040712468204
