;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;2;38978;554;59;0,3597122302158273;98,45174652084964;3,278688524590164;98,59860366285541;17,979825092864996;0,6482982171799028;1,25
pca-quart;17;37644;1885;44;0,8937960042060988;95,12755746400606;27,868852459016395;95,23134913607731;51,51687508522248;1,7320427916454406;3,960857409133271
mlp-1camadas-min;1;39484;48;60;2,0408163265306123;99,72722450938298;1,639344262295082;99,87857937873116;12,795912473548215;1,8181818181818181;1,7064846416382256
mlp-1camadas-quart;0;39354;175;61;0,0;99,40388987117959;0,0;99,55728705507349;0,0;0,0;0,0
mlp-3camadas-min;0;39522;10;61;0,0;99,82067537190918;0,0;99,97470403723565;0,0;0,0;0,0
mlp-3camadas-quart;0;39503;26;61;0,0;99,78024753725688;0,0;99,9342255053252;0,0;0,0;0,0
oc-svm-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0,0;0,0
if-min;0;39531;1;61;0,0;99,84340666279392;0,0;99,99747040372357;0,0;0,0;0,0
if-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0,0;0,0
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;0;39530;2;61;0,0;99,84088096380674;0,0;99,99494080744714;0,0;0,0;0,0
