;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;41;19455;20077;20;0,2037975941942539;49,24102745434799;67,21311475409836;49,21329555802894;57,513293087504195;0,4063630506962684;1,0067773303211864
pca-quart;58;8021;31508;3;0,18374200088703035;20,406668350593584;95,08196721311475;20,29143160717448;43,92435810322701;0,3667752237012679;0,9116629990569003
mlp-1camadas-min;11;38904;628;50;1,7214397496087637;98,287576086682;18,0327868852459;98,41141353839927;42,12638184574789;3,142857142857143;6,228765571913929
mlp-1camadas-quart;38;37777;1752;23;2,122905027932961;95,51654458196515;62,295081967213115;95,56781097422146;77,15830880771205;4,105888708806051;9,341199606686335
mlp-3camadas-min;6;39366;166;55;3,488372093023256;99,44182052382997;9,836065573770492;99,58008701811191;31,296585528647057;5,150214592274678;7,211538461538461
mlp-3camadas-quart;10;39179;350;51;2,7777777777777777;98,98711795908058;16,39344262295082;99,11457411014698;40,3091687308595;4,750593824228028;8,27814569536424
oc-svm-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0,0;0,0
if-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0,0;0,0
if-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0,0;0,0
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;1;39336;91;56;1,0869565217391304;99,62769729510688;1,7543859649122806;99,7691936997489;13,230029219826168;1,342281879194631;1,5624999999999998
