;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;126;90956;762;38;14,18918918918919;99,12931803835355;76,82926829268293;99,16919252491333;87,28743608827844;23,954372623574145;40,80310880829016
pca-quart;136;90279;1436;28;8,651399491094148;98,40659998476256;82,92682926829268;98,43428010685275;90,34845178844117;15,668202764976959;30,52064631956912
mlp-1camadas-min;108;91348;370;56;22,594142259414227;99,53636185542327;65,85365853658537;99,59658954621776;80,98641737590985;33,64485981308411;47,61904761904762
mlp-1camadas-quart;124;90994;721;40;14,674556213017752;99,17173674071333;75,60975609756098;99,21386905086409;86,61141056714864;24,57879088206145;41,30579613590939
mlp-3camadas-min;108;91378;340;56;24,107142857142858;99,569012428985;65,85365853658537;99,62929850192982;80,9997148376809;35,294117647058826;48,913043478260875
mlp-3camadas-quart;123;91061;654;41;15,83011583011583;99,24357034795764;75,0;99,2869214414218;86,29321588692031;26,142401700318807;42,91695743196092
oc-svm-min;0;91718;0;164;0,0;99,82151019786248;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;91715;0;164;0,0;99,82150436987777;0,0;100,0;0,0;0,0;0,0
if-min;64;91673;45;100;58,71559633027523;99,84218889445158;39,02439024390244;99,95093656643189;62,45417803327474;46,88644688644689;41,830065359477125
if-quart;76;91591;124;88;38,0;99,76926174642736;46,34146341463415;99,86479856075887;68,02853010989739;41,75824175824176;44,39252336448599
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;103;91435;253;58;28,93258426966292;99,66140077736284;63,975155279503106;99,72406421778204;79,87404142420581;39,845261121856865;51,49999999999999
