;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;109;65188;462;29;19,089316987740805;99,25366328205752;78,98550724637681;99,29626808834729;88,56052225811639;30,7475317348378;48,53072128227961
pca-quart;116;64817;830;22;12,26215644820296;98,70487193129132;84,05797101449275;98,73566194951788;91,1016981743443;21,40221402214022;38,71829105473965
mlp-1camadas-min;110;65355;295;28;27,160493827160494;99,50902900224965;79,71014492753623;99,55064737242955;89,07972008087145;40,51565377532228;57,47126436781609
mlp-1camadas-quart;116;65140;507;22;18,619582664526483;99,19586531884168;84,05797101449275;99,22768748000671;91,3284078369351;30,4862023653088;49,361702127659576
mlp-3camadas-min;110;65362;288;28;27,63819095477387;99,51966924059099;79,71014492753623;99,56130997715157;89,0844904989309;41,04477611940299;57,894736842105274
mlp-3camadas-quart;117;65202;445;21;20,818505338078293;99,2916318309645;84,78260869565217;99,32213200907886;91,76485957567658;33,42857142857142;52,51346499102334
oc-svm-min;0;65650;0;138;0,0;99,79023530127076;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;65647;0;138;0,0;99,79022573535;0,0;100,0;0,0;0,0;0,0
if-min;69;65536;114;69;37,704918032786885;99,72183376907643;50,0;99,82635186595583;70,64925755659284;42,990654205607484;46,938775510204074
if-quart;86;65510;137;52;38,56502242152467;99,71270046363152;62,31884057971015;99,79130805672764;78,8598669668416;47,64542936288089;55,483870967741936
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;102;65397;208;33;32,903225806451616;99,63340432004868;75,55555555555556;99,68295099458882;86,78479556819488;45,84269662921349;60,00000000000001
