;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;58;60730;383;25;13,151927437641723;99,3332897575005;69,87951807228916;99,37329209824424;83,3316132154066;22,137404580152673;37,51617076326003
pca-quart;70;60411;699;13;9,102730819245775;98,83646822348962;84,33734939759036;98,85616102110947;91,30863372179962;16,431924882629108;31,789282470481385
mlp-1camadas-min;57;60818;295;26;16,193181818181817;99,47545591215112;68,67469879518072;99,51728764747271;82,66994468428987;26,20689655172414;41,66666666666666
mlp-1camadas-quart;69;60608;502;14;12,084063047285465;99,15676629679865;83,13253012048193;99,17853051873671;90,80177407767987;21,10091743119266;38,205980066445186
mlp-3camadas-min;57;60831;282;26;16,8141592920354;99,49669913066214;68,67469879518072;99,5385597172451;82,67877966617502;27,014218009478675;42,473919523099845
mlp-3camadas-quart;69;60644;466;14;12,897196261682243;99,21559655516154;83,13253012048193;99,23744068073965;90,8287373383068;22,33009708737864;39,792387543252595
oc-svm-min;0;61113;0;83;0,0;99,86437022027583;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;61110;0;83;0,0;99,86436357099669;0,0;100,0;0,0;0,0;0,0
if-min;24;61066;47;59;33,80281690140845;99,82678606444865;28,91566265060241;99,92309328620752;53,752604183133776;31,168831168831165;29,776674937965264
if-quart;63;60979;131;20;32,47422680412371;99,75323974964456;75,90361445783132;99,78563246604483;87,02924896340036;45,48736462093862;59,88593155893536
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;57;60868;209;25;21,428571428571427;99,61739073562354;69,51219512195122;99,65780899520277;83,23120246818905;32,75862068965517;47,979797979797986
