;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;129;91179;539;35;19,311377245508982;99,37528569251866;78,65853658536585;99,41232909570641;88,42866235113507;31,009615384615387;48,71601208459214
pca-quart;138;90716;999;26;12,137203166226913;98,88440231173608;84,14634146341463;98,91075614675898;91,2303582209876;21,214450422751728;38,4829894032348
mlp-1camadas-min;124;91382;336;40;26,956521739130434;99,59077947802616;75,60975609756098;99,63365969602476;86,7944509097432;39,74358974358974;55,55555555555554
mlp-1camadas-quart;130;91044;671;34;16,22971285892634;99,23268646807213;79,26829268292683;99,26838576023552;88,70645667934231;26,94300518134715;44,612216884008234
mlp-3camadas-min;122;91453;265;42;31,524547803617573;99,66587579721818;74,39024390243902;99,71107089121001;86,12508858265691;44,283121597096184;58,48513902205177
mlp-3camadas-quart;128;91133;582;36;18,028169014084508;99,327376223076;78,04878048780488;99,36542550291665;88,06446663186276;29,290617848970253;46,85212298682284
oc-svm-min;0;91718;0;164;0,0;99,82151019786248;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;91715;0;164;0,0;99,82150436987777;0,0;100,0;0,0;0,0;0,0
if-min;94;91660;58;70;61,8421052631579;99,86069088613657;57,31707317073171;99,93676268562332;75,68409832519592;59,49367088607595;58,168316831683164
if-quart;103;91572;143;61;41,86991869918699;99,77796885033577;62,80487804878049;99,84408221119773;79,18772257848238;50,24390243902438;57,09534368070953
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;117;91490;183;44;39,0;99,7528148615981;72,67080745341615;99,80037742846858;85,16204560649362;50,759219088937094;61,97033898305084
