;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;57;61026;87;26;39,583333333333336;99,81534740832734;68,67469879518072;99,85764076383093;82,81119128386844;50,22026431718061;59,87394957983194
pca-quart;69;60903;207;14;25,0;99,63884758060563;83,13253012048193;99,66126656848306;91,02248757779473;38,440111420612816;56,743421052631575
mlp-1camadas-min;52;61055;58;31;47,27272727272727;99,85456565788614;62,65060240963855;99,90509384255395;79,11456448105795;53,8860103626943;58,82352941176471
mlp-1camadas-quart;66;60988;122;17;35,1063829787234;99,77284983576553;79,51807228915662;99,80036000654557;89,08384949857268;48,708487084870846;63,46153846153845
mlp-3camadas-min;44;61073;40;39;52,38095238095238;99,8709065952023;53,01204819277108;99,93454747762343;72,7855414694879;52,69461077844311;52,884615384615394
mlp-3camadas-quart;62;61034;76;21;44,927536231884055;99,8414851371889;74,6987951807229;99,87563410243823;86,37470425629749;56,10859728506787;65,95744680851064
oc-svm-min;0;61113;0;83;0,0;99,86437022027583;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;61110;0;83;0,0;99,86436357099669;0,0;100,0;0,0;0,0;0,0
if-min;22;61113;0;61;100,0;99,9003202823714;26,50602409638554;100,0;51,48400149209999;41,9047619047619;31,073446327683616
if-quart;41;61105;5;42;89,1304347826087;99,92319382935956;49,397590361445786;99,99181803305514;70,28054401250097;63,56589147286822;54,232804232804234
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;46;61082;31;33;59,74025974025974;99,89541116485815;58,22784810126582;99,94927429515815;76,28781791013701;58,97435897435898;58,52417302798982
