;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;72;62575;253;93;22,153846153846153;99,45073262108488;43,63636363636363;99,59731329980264;65,92468870123714;29,387755102040813;36,54822335025381
pca-quart;93;62406;419;72;18,1640625;99,22051119225274;56,36363636363637;99,33306804615997;74,82494855486442;27,47415066469719;39,67576791808874
mlp-1camadas-min;69;62675;153;96;31,08108108108108;99,60471798453797;41,81818181818182;99,75647800343796;64,5881919137641;35,65891472868217;39,11564625850341
mlp-1camadas-quart;86;62574;251;79;25,519287833827892;99,476107318622;52,121212121212125;99,60047751691205;72,0506600666017;34,26294820717131;43,129388164493484
mlp-3camadas-min;69;62660;168;96;29,11392405063291;99,58090581493182;41,81818181818182;99,73260329789267;64,58046250927501;34,32835820895522;38,46153846153846
mlp-3camadas-quart;86;62567;258;79;25,0;99,46499444356247;52,121212121212125;99,58933545563072;72,04662988852067;33,79174852652259;42,82868525896415
oc-svm-min;0;62828;0;165;0,0;99,73806613433239;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;62825;0;165;0,0;99,738053659311;0,0;100,0;0,0;0,0;0,0
if-min;70;62722;106;95;39,77272727272727;99,68091692727764;42,42424242424242;99,83128541414656;65,07892634281461;41,05571847507332;41,866028708133975
if-quart;84;62658;167;81;33,46613545816733;99,60628671217654;50,90909090909091;99,73418225228811;71,2557124097821;40,38461538461538;46,10318331503842
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;69;62693;105;95;39,6551724137931;99,68234808297068;42,073170731707314;99,83279722284149;64,80958511038723;40,828402366863905;41,566265060240966
