;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;0;39516;16;61;0,0;99,80552117798601;0,0;99,95952645957705;0,0;0;0
pca-quart;0;39472;57;61;0,0;99,7019449355898;0,0;99,85580206936679;0,0;0;0
mlp-1camadas-min;0;39520;12;61;0,0;99,81562397393479;0,0;99,96964484468279;0,0;0;0
mlp-1camadas-quart;0;39501;28;61;0,0;99,77519575650416;0,0;99,92916592881176;0,0;0;0
mlp-3camadas-min;0;39525;7;61;0,0;99,82825246887076;0,0;99,98229282606496;0,0;0;0
mlp-3camadas-quart;0;39516;13;61;0,0;99,81308411214954;0,0;99,9671127526626;0,0;0;0
oc-svm-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0;0
oc-svm-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0;0
if-min;0;39531;1;61;0,0;99,84340666279392;0,0;99,99747040372357;0,0;0;0
if-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0;0
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0;0
ensemble-full;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0;0
