;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;118;91254;464;46;20,274914089347078;99,44494024945038;71,95121951219512;99,49410148498659;84,60923079732429;31,63538873994638;47,657512116316646
pca-quart;130;90786;929;34;12,275731822474032;98,9518823670262;79,26829268292683;98,98707953987898;88,58067956837588;21,25919869174162;37,90087463556851
mlp-1camadas-min;117;89293;2425;47;4,6026750590086545;97,30959273851244;71,34146341463415;97,35602607994069;83,33979465283231;8,647450110864744;18,29268292682927
mlp-1camadas-quart;125;88808;2907;39;4,12269129287599;96,79360898573124;76,21951219512195;96,83039851714551;85,90905505612369;7,822277847309137;16,946854663774406
mlp-3camadas-min;113;91449;269;51;29,581151832460733;99,65172721534141;68,90243902439025;99,70670969711507;82,88567720196325;41,391941391941394;54,43159922928709
mlp-3camadas-quart;118;91182;533;46;18,125960061443934;99,36982335462946;71,95121951219512;99,41885187810064;84,57722882154293;28,95705521472393;45,141545524101005
oc-svm-min;0;91718;0;164;0,0;99,82151019786248;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;91715;0;164;0,0;99,82150436987777;0,0;100,0;0,0;0,0;0,0
if-min;77;91672;46;87;62,60162601626016;99,85524912387628;46,951219512195124;99,94984626790816;68,50377487653299;53,65853658536585;49,42233632862644
if-quart;92;91630;85;72;51,9774011299435;99,82912308579762;56,09756097560975;99,90732159406858;74,86358971511528;53,95894428152492;55,2220888355342
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;106;91441;189;54;35,932203389830505;99,7352652794422;66,25;99,79373567608862;81,31011615131828;46,59340659340659;56,68449197860962
