;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;1;39272;260;60;0,3831417624521073;99,19177632409769;1,639344262295082;99,34230496812708;12,761513924792283;0,6211180124223603;0,9900990099009902
pca-quart;2;39020;509;59;0,3913894324853229;98,56529426622885;3,278688524590164;98,71233777732803;17,990192025267365;0,6993006993006993;1,324503311258278
mlp-1camadas-min;1;39358;174;60;0,5714285714285714;99,40898643699644;1,639344262295082;99,55985024790043;12,775479218364106;0,847457627118644;1,1933174224343674
mlp-1camadas-quart;2;39187;342;59;0,5813953488372093;98,98711795908058;3,278688524590164;99,13481241620076;18,02864864199189;0,9876543209876544;1,7006802721088434
mlp-3camadas-min;0;39434;98;61;0,0;99,59841386103604;0,0;99,75209956490944;0,0;0,0;0,0
mlp-3camadas-quart;0;39285;244;61;0,0;99,22960343521092;0,0;99,38273166535961;0,0;0,0;0,0
oc-svm-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0,0;0,0
if-min;0;39527;5;61;0,0;99,83330386684516;0,0;99,98735201861783;0,0;0,0;0,0
if-quart;0;39521;8;61;0,0;99,82571356403132;0,0;99,97976169394622;0,0;0,0;0,0
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;0;39443;56;61;0,0;99,70424671385237;0,0;99,858224258842;0,0;0,0;0,0
