;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;114;61157;1671;51;6,38655462184874;97,26636292921435;69,0909090909091;97,34035780225378;82,00813259544495;11,692307692307693;23,312883435582823
pca-quart;135;60081;2744;30;4,6891281695033;95,59612636926497;81,81818181818181;95,63231197771587;88,45598842976005;8,869908015768724;19,07318451539983
mlp-1camadas-min;104;62041;787;61;11,672278338945006;98,65381867826584;63,03030303030303;98,74737378239001;78,89281902017854;19,696969696969695;33,52675693101225
mlp-1camadas-quart;115;61630;1195;50;8,778625954198473;98,02349579298301;69,6969696969697;98,09789096697175;82,68691392271009;15,59322033898305;29,187817258883253
mlp-3camadas-min;104;62287;541;61;16,124031007751938;99,04433825980665;63,03030303030303;99,1389189533329;79,04907402193416;25,679012345679013;39,84674329501916
mlp-3camadas-quart;112;62012;813;53;12,108108108108109;98,62517859977774;67,87878787878788;98,70592916832472;81,85376490055528;20,550458715596328;35,33123028391167
oc-svm-min;0;62828;0;165;0,0;99,73806613433239;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;62825;0;165;0,0;99,738053659311;0,0;100,0;0,0;0,0;0,0
if-min;69;62692;136;96;33,65853658536585;99,6317051100916;41,81818181818182;99,78353600305596;64,59695078745503;37,2972972972973;39,88439306358382
if-quart;95;62639;186;70;33,80782918149466;99,59358628353706;57,57575757575758;99,70393951452448;75,76628439376091;42,60089686098655;50,47821466524973
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;99;62291;409;61;19,488188976377952;99,25230671333121;61,875;99,34768740031897;78,4036871447685;29,640718562874248;43,1184668989547
