;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;112;65101;549;26;16,944024205748864;99,12598042196146;81,15942028985508;99,16374714394516;89,71104855017781;28,035043804755944;46,16652926628194
pca-quart;119;64633;1014;19;10,503089143865843;98,42973322185908;86,23188405797102;98,4553749600134;92,14115518288199;18,72541306058222;35,31157270029673
mlp-1camadas-min;102;65361;289;36;26,08695652173913;99,50598893415213;73,91304347826087;99,55978674790556;85,78325504773251;38,56332703213611;54,082714740190895
mlp-1camadas-quart;116;65182;465;22;19,965576592082616;99,2597096602569;84,05797101449275;99,29166603195881;91,35784577853775;32,26703755215577;51,19152691968226
mlp-3camadas-min;106;65428;222;32;32,31707317073171;99,61391135161428;76,81159420289855;99,66184310738767;87,49391436138632;45,493562231759654;60,227272727272734
mlp-3camadas-quart;114;65342;305;24;27,20763723150358;99,49988599224747;82,6086956521739;99,53539384891921;90,67794140299299;40,93357271095152;58,702368692070024
oc-svm-min;0;65650;0;138;0,0;99,79023530127076;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;65647;0;138;0,0;99,79022573535;0,0;100,0;0,0;0,0;0,0
if-min;52;65554;96;86;35,13513513513514;99,72335380312519;37,68115942028985;99,85376999238386;61,34008335338297;36,36363636363636;37,14285714285714
if-quart;77;65529;118;61;39,48717948717949;99,72790149730181;55,79710144927536;99,8202507349917;74,63029315869284;46,24624624624625;51,53949129852744
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;95;65426;200;41;32,20338983050848;99,63352696085886;69,8529411764706;99,69524273915826;83,45061968992428;44,08352668213458;56,615017878426706
