;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;3;39209;323;58;0,9202453987730062;99,03770868587881;4,918032786885246;99,18294040271172;22,08585413336377;1,550387596899225;2,6315789473684212
pca-quart;5;38852;677;56;0,7331378299120235;98,14852235412982;8,19672131147541;98,2873333501986;28,383690385847654;1,3458950201884254;2,6997840172786183
mlp-1camadas-min;3;39345;187;58;1,5789473684210527;99,3812037481373;4,918032786885246;99,52696549630679;22,124124377928123;2,3904382470119523;3,456221198156682
mlp-1camadas-quart;5;39129;400;56;1,2345679012345678;98,8481939883809;8,19672131147541;98,98808469731084;28,4846931424683;2,1459227467811157;3,852080123266564
mlp-3camadas-min;1;39351;181;60;0,5494505494505495;99,39130654408608;1,639344262295082;99,54214307396539;12,774343079190464;0,8230452674897121;1,1737089201877933
mlp-3camadas-quart;2;39117;412;59;0,4830917874396135;98,81030563273553;3,278688524590164;98,95772723823016;18,01253909684886;0,8421052631578947;1,5197568389057752
oc-svm-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0,0;0,0
if-min;0;39529;3;61;0,0;99,83835526481954;0,0;99,99241121117069;0,0;0,0;0,0
if-quart;0;39523;6;61;0,0;99,83076534478404;0,0;99,98482127045966;0,0;0,0;0,0
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;0;39417;94;61;0,0;99,60830890528656;0,0;99,76209156943636;0,0;0,0;0,0
