;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;101;61811;1017;64;9,033989266547406;98,2839363103837;61,21212121212121;98,38129496402878;77,6023695021201;15,744349181605614;28,402699662542187
pca-quart;120;61156;1669;45;6,707657909446619;97,27893316399428;72,72727272727273;97,34341424592121;84,13988968418604;12,282497441146367;24,499795835034707
mlp-1camadas-min;86;62446;382;79;18,376068376068375;99,26817265410442;52,121212121212125;99,39199083211307;71,97521126964573;27,172195892575036;38,12056737588652
mlp-1camadas-quart;98;62220;605;67;13,940256045519204;98,93316399428481;59,39393939393939;99,03700756068444;76,6954889469805;22,58064516129032;35,9501100513573
mlp-3camadas-min;80;62483;345;85;18,823529411764707;99,31738447129047;48,484848484848484;99,45088177245815;69,43962078253462;27,11864406779661;36,86635944700461
mlp-3camadas-quart;97;62287;538;68;15,275590551181102;99,0379425305604;58,78787878787879;99,14365300437724;76,34425358472532;24,25;37,45173745173745
oc-svm-min;0;62827;1;165;0,0;99,73647865635864;0,0;99,99840835296365;0,0;0,0;0,0
oc-svm-quart;0;62825;0;165;0,0;99,738053659311;0,0;100,0;0,0;0,0;0,0
if-min;44;62806;22;121;66,66666666666667;99,77299064975473;26,666666666666668;99,96498376520023;51,63073600487736;38,095238095238095;30,303030303030305
if-quart;87;62755;70;78;55,4140127388535;99,76504207016987;52,72727272727273;99,88857938718662;72,57308294187331;54,037267080745345;53,243574051407585
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;80;62539;230;76;25,806451612903224;99,51370679380214;51,282051282051285;99,63357708422947;71,48016654602635;34,33476394849785;42,82655246252676
