;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;121;91199;519;43;18,90625;99,38834592194337;73,78048780487805;99,43413506618111;85,65219780974084;30,099502487562187;46,6820987654321
pca-quart;131;90704;1011;33;11,471103327495621;98,86372293995363;79,8780487804878;98,89767213650984;88,88055512426114;20,061255742725876;36,4293659621802
mlp-1camadas-min;100;90140;1578;64;5,959475566150179;98,21292527372064;60,97560975609756;98,2795089295449;77,41222760978292;10,857763300760041;21,422450728363323
mlp-1camadas-quart;120;89304;2411;44;4,7412090082971154;97,32800748810936;73,17073170731707;97,37120427411001;84,40806989831759;8,905380333951761;18,826482585503605
mlp-3camadas-min;96;91443;275;68;25,87601078167116;99,62669510894408;58,53658536585366;99,70016790597265;76,39441988534183;35,88785046728972;46,73807205452775
mlp-3camadas-quart;116;91147;568;48;16,95906432748538;99,3295529990531;70,73170731707317;99,38069018154064;83,841313747397;27,358490566037734;43,28358208955223
oc-svm-min;0;91718;0;164;0,0;99,82151019786248;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;91715;0;164;0,0;99,82150436987777;0,0;100,0;0,0;0,0;0,0
if-min;77;91614;104;87;42,5414364640884;99,7921246816569;46,951219512195124;99,88660895353148;68,48210060523883;44,63768115942029;45,997610513739545
if-quart;85;91526;189;79;31,021897810218977;99,70831201906856;51,829268292682926;99,79392683857603;71,918330125893;38,81278538812785;45,6989247311828
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;92;91435;218;68;29,677419354838708;99,68849727162821;57,5;99,76214635636586;75,73852002443034;39,148936170212764;48,42105263157895
