;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;0;39521;11;61;0,0;99,81814967292198;0,0;99,97217444095922;0,0;0;0
pca-quart;0;39499;30;61;0,0;99,77014397575145;0,0;99,92410635229831;0,0;0;0
mlp-1camadas-min;0;39526;6;61;0,0;99,83077816785796;0,0;99,9848224223414;0,0;0;0
mlp-1camadas-quart;0;39508;21;61;0,0;99,79287698913868;0,0;99,94687444660882;0,0;0;0
mlp-3camadas-min;0;39526;6;61;0,0;99,83077816785796;0,0;99,9848224223414;0,0;0;0
mlp-3camadas-quart;0;39514;15;61;0,0;99,80803233139682;0,0;99,96205317614915;0,0;0;0
oc-svm-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0;0
oc-svm-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0;0
if-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0;0
if-quart;0;39528;1;61;0,0;99,84339479666582;0,0;99,99747021174328;0,0;0;0
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0;0
ensemble-full;0;39532;2;61;0,0;99,8408890011365;0,0;99,99494106338848;0,0;0;0
