;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;72;62572;256;93;21,951219512195124;99,44597018716365;43,63636363636363;99,59253835869357;65,92310838612244;29,208924949290058;36,43724696356275
pca-quart;94;62410;415;71;18,467583497053045;99,2284489601524;56,96969696969697;99,33943493832074;75,22856841371541;27,893175074183976;40,20530367835756
mlp-1camadas-min;69;62661;167;96;29,23728813559322;99,58249329290557;41,81818181818182;99,73419494492902;64,58097783168843;34,413965087281795;38,504464285714285
mlp-1camadas-quart;92;62559;266;73;25,69832402234637;99,4618193364026;55,75757575757576;99,57660167130919;74,5127499919978;35,18164435946463;45,18664047151277
mlp-3camadas-min;69;62655;173;96;28,512396694214875;99,5729684250631;41,81818181818182;99,72464506271089;64,57788583552494;33,90663390663391;38,248337028824835
mlp-3camadas-quart;94;62573;252;71;27,167630057803468;99,48722019368154;56,96969696969697;99,59888579387187;75,32674387092766;36,79060665362035;46,7196819085487
oc-svm-min;0;62828;0;165;0,0;99,73806613433239;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;62825;0;165;0,0;99,738053659311;0,0;100,0;0,0;0,0;0,0
if-min;47;62783;45;118;51,08695652173913;99,74124109027987;28,484848484848484;99,92837588336411;53,352081931023214;36,57587548638132;31,25
if-quart;75;62738;87;90;46,2962962962963;99,7190030163518;45,45454545454545;99,86152009550338;67,37328850769467;45,87155963302752;45,62043795620438
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;69;62708;100;92;40,828402366863905;99,69508805920374;42,857142857142854;99,84078461342504;65,41323084167902;41,81818181818181;42,43542435424354
