;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;46;61034;79;37;36,8;99,8104451271325;55,42168674698795;99,87073126830626;74,39761006608131;44,230769230769226;50,32822757111598
pca-quart;68;60904;206;15;24,817518248175183;99,63884758060563;81,92771084337349;99,66290296187204;90,36123890071143;38,095238095238095;56,10561056105611
mlp-1camadas-min;52;61047;66;31;44,067796610169495;99,8414929080332;62,65060240963855;99,89200333807864;79,10938114431342;51,74129353233831;57,77777777777777
mlp-1camadas-quart;68;60974;136;15;33,333333333333336;99,75323974964456;81,92771084337349;99,77745049909998;90,41315232409096;47,38675958188153;63,43283582089553
mlp-3camadas-min;51;61050;63;32;44,73684210526316;99,84476109549644;61,44578313253012;99,89691227725689;78,34694638208762;51,776649746192895;57,174887892376674
mlp-3camadas-quart;67;60984;126;16;34,715025906735754;99,76794731423529;80,72289156626506;99,79381443298969;89,75324652322168;48,550724637681164;63,8095238095238
oc-svm-min;0;61113;0;83;0,0;99,86437022027583;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;61110;0;83;0,0;99,86436357099669;0,0;100,0;0,0;0,0;0,0
if-min;9;61097;16;74;36,0;99,85293156415452;10,843373493975903;99,97381899104937;32,924967106120086;16,666666666666668;12,605042016806724
if-quart;29;61089;21;54;58,0;99,877436961744;34,93975903614458;99,96563573883161;59,0997057912286;43,609022556390975;37,95811518324608
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;43;61078;35;29;55,12820512820513;99,89539919915012;59,72222222222222;99,94272904292049;77,25802141782198;57,33333333333333;58,7431693989071
