;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;57;60671;442;26;11,422845691382765;99,2352441336035;68,67469879518072;99,27674962773878;82,56997564520368;19,587628865979383;34,29602888086642
pca-quart;69;60347;763;14;8,29326923076923;98,73024692366774;83,13253012048193;98,75143184421535;90,60605047252612;15,081967213114753;29,639175257731956
mlp-1camadas-min;41;60788;325;42;11,202185792349727;99,40028760049677;49,397590361445786;99,46819825569028;70,09628600308054;18,262806236080177;29,369627507163322
mlp-1camadas-quart;69;60542;568;14;10,832025117739404;99,04891082313337;83,13253012048193;99,07052855506464;90,75232062683564;19,166666666666668;35,60371517027863
mlp-3camadas-min;49;60717;396;34;11,01123595505618;99,29733969540493;59,036144578313255;99,35202002847184;76,5856397671805;18,56060606060606;31,53153153153153
mlp-3camadas-quart;69;60465;645;14;9,663865546218487;98,92307943719052;83,13253012048193;98,94452626411389;90,69459085253246;17,31493099121706;32,98279158699808
oc-svm-min;0;61113;0;83;0,0;99,86437022027583;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;61110;0;83;0,0;99,86436357099669;0,0;100,0;0,0;0,0;0,0
if-min;0;61076;37;83;0,0;99,80390875220603;0,0;99,93945641680166;0,0;0,0;0,0
if-quart;0;61026;84;83;0,0;99,72709296814995;0,0;99,86254295532646;0,0;0,0;0,0
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;41;60842;239;34;14,642857142857142;99,55360062790241;54,666666666666664;99,60871629475615;73,79211672516247;23,098591549295772;35,34482758620689
