;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;3;39474;58;58;4,918032786885246;99,70701891748541;4,918032786885246;99,85328341596681;22,160363754186655;4,918032786885246;4,918032786885246
pca-quart;4;39392;137;57;2,8368794326241136;99,50997726698661;6,557377049180328;99,65341900882896;25,562962322094943;3,96039603960396;5,194805194805196
mlp-1camadas-min;5;39471;61;56;7,575757575757576;99,70449321849821;8,19672131147541;99,8456946271375;28,60781943821171;7,874015748031495;8,064516129032258
mlp-1camadas-quart;7;39348;181;54;3,723404255319149;99,40641576155595;11,475409836065573;99,54210832553315;33,797729050655576;5,622489959839357;8,101851851851851
mlp-3camadas-min;4;39462;70;57;5,405405405405405;99,67923622862627;6,557377049180328;99,8229282606496;25,584694228353758;5,9259259259259265;6,289308176100628
mlp-3camadas-quart;6;39335;194;55;3,0;99,37105329628695;9,836065573770492;99,50922107819575;31,285447475143428;4,597701149425288;6,756756756756757
oc-svm-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0,0;0,0
if-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0,0;0,0
if-quart;0;39528;1;61;0,0;99,84339479666582;0,0;99,99747021174328;0,0;0,0;0,0
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;0;39506;27;61;0,0;99,77774410264182;0,0;99,93170262818406;0,0;0,0;0,0
