;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;3;39465;67;58;4,285714285714286;99,68428762660066;4,918032786885246;99,8305170494789;22,15783734891661;4,580152671755725;4,777070063694268
pca-quart;4;39339;190;57;2,0618556701030926;99,37610507703965;6,557377049180328;99,51934023122264;25,54575967908936;3,137254901960784;4,566210045662101
mlp-1camadas-min;1;39484;48;60;2,0408163265306123;99,72722450938298;1,639344262295082;99,87857937873116;12,795912473548215;1,8181818181818181;1,7064846416382256
mlp-1camadas-quart;0;39422;107;61;0,0;99,57565041677191;0,0;99,72931265653065;0,0;0,0;0,0
mlp-3camadas-min;3;39468;64;58;4,477611940298507;99,69186472356225;4,918032786885246;99,83810583830821;22,15867951601176;4,6875;4,82315112540193
mlp-3camadas-quart;3;39380;149;58;1,9736842105263157;99,47714069209397;4,918032786885246;99,62306154974829;22,13480252976179;2,816901408450704;3,787878787878788
oc-svm-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0,0;0,0
if-min;0;39528;4;61;0,0;99,83582956583234;0,0;99,98988161489426;0,0;0,0;0,0
if-quart;0;39517;12;61;0,0;99,81561000252589;0,0;99,96964254091932;0,0;0,0;0,0
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;0;39512;20;61;0,0;99,79541838203723;0,0;99,94940807447131;0,0;0,0;0,0
