;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;127;91509;209;37;37,79761904761905;99,73226529679371;77,4390243902439;99,77212760853922;87,89912527064303;50,8;64,01209677419354
pca-quart;133;91266;449;31;22,852233676975946;99,47757376549592;81,09756097560975;99,51043994984462;89,83347912411206;35,656836461126005;53,71567043618739
mlp-1camadas-min;119;91478;240;45;33,147632311977716;99,68981955116345;72,5609756097561;99,7383283543034;85,07120788536186;45,50669216061185;58,62068965517241
mlp-1camadas-quart;126;91200;515;38;19,65678627145086;99,39812144233176;76,82926829268293;99,43847789347436;87,40586648900496;31,30434782608696;48,57363145720894
mlp-3camadas-min;120;91456;262;44;31,413612565445025;99,66696414967024;73,17073170731707;99,71434178678122;85,41762903670579;43,956043956043956;57,80346820809249
mlp-3camadas-quart;125;91196;519;39;19,40993788819876;99,39267950238902;76,21951219512195;99,43411655672463;87,05641768133151;30,940594059405942;48,07692307692307
oc-svm-min;0;91718;0;164;0,0;99,82151019786248;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;91714;1;164;0,0;99,82041598188923;0,0;99,99890966581258;0,0;0,0;0,0
if-min;83;91665;53;81;61,029411764705884;99,85416077142422;50,609756097560975;99,942214178242;71,11997668314457;55,333333333333336;52,39898989898989
if-quart;99;91585;130;65;43,23144104803494;99,78776434223272;60,36585365853659;99,8582565556343;77,64038190164975;50,381679389312986;55,932203389830505
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;112;91575;112;47;50,0;99,82688413213423;70,44025157232704;99,87784527795652;83,87741381254679;58,485639686684074;65,11627906976744
