;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;104;62227;601;61;14,75177304964539;98,94908958138205;63,03030303030303;99,04342013115172;79,01099153930488;23,908045977011493;38,095238095238095
pca-quart;116;61849;976;49;10,622710622710622;98,37275758056835;70,3030303030303;98,44647831277358;83,19306310053463;18,456642800318217;33,10502283105022
mlp-1camadas-min;104;62394;434;61;19,33085501858736;99,21419840299716;63,03030303030303;99,3092251862227;79,11694228919757;29,58748221906117;43,40567612687813
mlp-1camadas-quart;114;62208;617;51;15,595075239398085;98,93951420860454;69,0909090909091;99,01790688420215;82,71177185206778;25,44642857142857;40,977713874910144
mlp-3camadas-min;105;62413;415;60;20,192307692307693;99,24594796247202;63,63636363636363;99,33946647991341;79,50850528313386;30,65693430656934;44,49152542372882
mlp-3camadas-quart;118;62184;641;47;15,5467720685112;98,90776313700587;71,51515151515152;98,97970553123757;84,13411102514566;25,54112554112554;41,57857646229739
oc-svm-min;0;62828;0;165;0,0;99,73806613433239;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;62825;0;165;0,0;99,738053659311;0,0;100,0;0,0;0,0;0,0
if-min;68;62695;133;97;33,830845771144276;99,63488006603909;41,21212121212121;99,78831094416502;64,12868286643481;37,15846994535519;39,48896631823461
if-quart;81;62648;177;84;31,3953488372093;99,5856485156374;49,09090909090909;99,7182650218862;69,96613668691873;38,297872340425535;44,11764705882353
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;101;62500;283;64;26,302083333333332;99,4487513503209;61,21212121212121;99,54924103658634;78,06164364722405;36,79417122040072;48,371647509578544
