;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;37;23705;15827;24;0,23323247604639435;59,965145353976716;60,65573770491803;59,96407973287463;60,30891718472513;0,46467817896389324;1,1484976409237646
pca-quart;60;11734;27795;1;0,2154011847065159;29,790351098762315;98,36065573770492;29,684535404386654;54,03508459921747;0,4298610116062473;1,0676536531549166
mlp-1camadas-min;4;38849;683;57;0,5822416302765647;98,13098274947592;6,557377049180328;98,27228574319538;25,38520102545813;1,06951871657754;2,1482277121374866
mlp-1camadas-quart;7;37742;1787;54;0,39018952062430323;95,34983581712554;11,475409836065573;95,47926838523615;33,10081170558033;0,7547169811320754;1,7173699705593717
mlp-3camadas-min;0;39471;61;61;0,0;99,69186472356225;0,0;99,8456946271375;0,0;0,0;0,0
mlp-3camadas-quart;0;39392;137;61;0,0;99,49987370548118;0,0;99,65341900882896;0,0;0,0;0,0
oc-svm-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0,0;0,0
if-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0,0;0,0
if-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0,0;0,0
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;0;39451;29;61;0,0;99,77238815406793;0,0;99,92654508611956;0,0;0,0;0,0
