;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;61;60256;857;22;6,644880174291939;98,56363160990914;73,49397590361446;98,59767970808176;85,12541040499045;12,187812187812188;24,400000000000002
pca-quart;73;59468;1642;10;4,256559766763848;97,30034481068095;87,95180722891567;97,31304205531009;92,51409576766125;8,120133481646274;17,83097215437225
mlp-1camadas-min;50;60792;321;33;13,477088948787062;99,42153081900778;60,24096385542169;99,47474350792794;77,4109451446527;22,026431718061673;35,56187766714083
mlp-1camadas-quart;71;60406;704;12;9,161290322580646;98,82993152811596;85,5421686746988;98,84797905416463;91,95471982124921;16,550116550116552;32,068654019873534
mlp-3camadas-min;47;60876;237;36;16,549295774647888;99,5538924112687;56,626506024096386;99,61219380491876;75,1045304396991;25,61307901907357;38,149350649350644
mlp-3camadas-quart;70;60667;443;13;13,645224171539962;99,25481672740347;84,33734939759036;99,27507772868597;91,50189570100244;23,48993288590604;41,42011834319527
oc-svm-min;0;61113;0;83;0,0;99,86437022027583;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;61110;0;83;0,0;99,86436357099669;0,0;100,0;0,0;0,0;0,0
if-min;0;61095;18;83;0,0;99,83495653310673;0,0;99,97054636493054;0,0;0,0;0,0
if-quart;6;61053;57;77;9,523809523809524;99,7810207049826;7,228915662650603;99,90672557682866;26,874100791030614;8,219178082191782;7,59493670886076
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;47;60887;186;33;20,17167381974249;99,64188183735875;58,75;99,69544643295728;76,53174163663232;30,03194888178914;42,495479204339965
