;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;94;65282;368;44;20,346320346320347;99,37374597190977;68,1159420289855;99,43945163747144;82,30074072043405;31,333333333333336;46,35108481262327
pca-quart;114;64991;656;24;14,805194805194805;98,96632971042031;82,6086956521739;99,00071595046232;90,43406445194786;25,11013215859031;43,11649016641452
mlp-1camadas-min;94;65406;244;44;27,810650887573964;99,56223019395634;68,1159420289855;99,62833206397563;82,37886677609909;39,49579831932773;52,80898876404493
mlp-1camadas-quart;111;65271;376;27;22,792607802874745;99,38739834308733;80,43478260869566;99,42723963014303;89,42823047021139;35,52;53,4167468719923
mlp-3camadas-min;94;65459;191;44;32,98245614035088;99,64279199854077;68,1159420289855;99,70906321401371;82,41223677130847;44,44444444444444;56,15292712066905
mlp-3camadas-quart;111;65380;267;27;29,365079365079364;99,55308961009348;80,43478260869566;99,59327920544732;89,50287013374087;43,02325581395349;59,67741935483871
oc-svm-min;0;65650;0;138;0,0;99,79023530127076;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;65647;0;138;0,0;99,79022573535;0,0;100,0;0,0;0,0;0,0
if-min;71;65541;109;67;39,44444444444444;99,73247400741776;51,44927536231884;99,83396801218584;71,668579662024;44,65408805031447;48,497267759562845
if-quart;77;65514;133;61;36,666666666666664;99,70509994679638;55,79710144927536;99,79740125215166;74,62175099821998;44,25287356321839;50,5249343832021
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;81;65460;173;48;31,88976377952756;99,66393966120252;62,7906976744186;99,73641308488108;79,1360787576924;42,2976501305483;52,5974025974026
