;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;45;17760;21772;16;0,206261172480176;44,97007046700174;73,77049180327869;44,92562986947283;57,568965685020586;0,41137215467593014;1,0198993699288337
pca-quart;59;7082;32447;2;0,18150495293176644;18,037383177570092;96,72131147540983;17,915960434111664;41,62757727190994;0,3623299659164185;0,9007633587786259
mlp-1camadas-min;7;39126;406;54;1,694915254237288;98,83817846589044;11,475409836065573;98,97298391176768;33,70097258367863;2,9535864978902953;5,32724505327245
mlp-1camadas-quart;13;38495;1034;48;1,241642788920726;97,26698661278101;21,311475409836067;97,38419894254851;45,55656880265135;2,3465703971119134;5,034856700232379
mlp-3camadas-min;0;39490;42;61;0,0;99,73985300431895;0,0;99,89375695638977;0,0;0,0;0,0
mlp-3camadas-quart;0;39404;125;61;0,0;99,53018438999747;0,0;99,68377646790964;0,0;0,0;0,0
oc-svm-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0,0;0,0
if-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0,0;0,0
if-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0,0;0,0
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;0;39472;21;61;0,0;99,79268847651312;0,0;99,94682601980098;0,0;0,0;0,0
