;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;56;60841;272;27;17,073170731707318;99,51140597424668;67,46987951807229;99,55492284783925;81,95705369261816;27,25060827250608;42,42424242424243
pca-quart;71;60627;483;12;12,815884476534295;99,19108394751034;85,5421686746988;99,20962199312714;92,12277795794692;22,29199372056515;40,067720090293456
mlp-1camadas-min;54;60911;202;29;21,09375;99,6225243479966;65,06024096385542;99,66946476199827;80,5265136098298;31,85840707964602;45,91836734693877
mlp-1camadas-quart;68;60771;339;15;16,707616707616708;99,42150245943164;81,92771084337349;99,44526264113892;90,26252113921127;27,75510204081633;46,00811907983762
mlp-3camadas-min;57;60836;277;26;17,065868263473053;99,50486959932022;68,67469879518072;99,54674128254217;82,68217748475402;27,338129496402875;42,79279279279279
mlp-3camadas-quart;69;60677;433;14;13,745019920318725;99,26952429199419;83,13253012048193;99,29144166257568;90,85344663093497;23,58974358974359;41,36690647482015
oc-svm-min;0;61113;0;83;0,0;99,86437022027583;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;61110;0;83;0,0;99,86436357099669;0,0;100,0;0,0;0,0;0,0
if-min;8;61081;32;75;20,0;99,82515197071704;9,63855421686747;99,94763798209874;31,037891802413082;13,008130081300814;10,75268817204301
if-quart;37;61042;68;46;35,23809523809524;99,81370418185087;44,57831325301205;99,88872524954999;66,72983504114553;39,36170212765957;42,33409610983982
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;54;60930;162;25;25,0;99,69429958640532;68,35443037974683;99,7348261638185;82,56704688585442;36,61016949152542;50,75187969924812
