;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;112;65135;515;26;17,862838915470494;99,17766157961938;81,15942028985508;99,21553693830921;89,734471980727;29,281045751633986;47,497879558948256
pca-quart;117;64770;877;21;11,770623742454728;98,63494717640799;84,78260869565217;98,66406690328576;91,46035740463145;20,67137809187279;37,839586028460545
mlp-1camadas-min;100;65460;190;38;34,48275862068966;99,65343223688211;72,46376811594203;99,71058644325971;85,00238122975712;46,72897196261683;59,38242280285036
mlp-1camadas-quart;115;65337;310;23;27,058823529411764;99,49380557877936;83,33333333333333;99,52777735463921;91,07129869624093;40,852575488454704;58,853633572159666
mlp-3camadas-min;97;65412;238;41;28,955223880597014;99,57591050039521;70,28985507246377;99,63747143945164;83,68693701687143;41,014799154334035;54,67869222096956
mlp-3camadas-quart;114;65288;359;24;24,101479915433405;99,41780041042792;82,6086956521739;99,45313571069508;90,64046458165998;37,315875613747956;55,60975609756097
oc-svm-min;0;65650;0;138;0,0;99,79023530127076;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;65647;0;138;0,0;99,79022573535;0,0;100,0;0,0;0,0;0,0
if-min;0;65639;11;138;0,0;99,77351492673436;0,0;99,98324447829398;0,0;0,0;0,0
if-quart;12;65622;25;126;32,432432432432435;99,77046439157863;8,695652173913043;99,96191752859994;29,482775742220852;13,714285714285714;10,186757215619696
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;89;65484;146;45;37,87234042553192;99,70956754455325;66,41791044776119;99,77754075879933;81,40648479584274;48,23848238482385;57,71725032425421
