;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;3;39452;80;58;3,6144578313253013;99,65145353976713;4,918032786885246;99,79763229788526;22,154187588230755;4,166666666666667;4,587155963302752
pca-quart;4;39315;214;57;1,834862385321101;99,31548370800708;6,557377049180328;99,45862531306129;25,537965991262766;2,8673835125448033;4,329004329004329
mlp-1camadas-min;2;39493;39;59;4,878048780487805;99,75248149925491;3,278688524590164;99,90134574521906;18,09821526797502;3,9215686274509807;3,508771929824562
mlp-1camadas-quart;3;39459;70;58;4,109589041095891;99,67668603182622;4,918032786885246;99,82291482202939;22,15699365837328;4,477611940298508;4,731861198738171
mlp-3camadas-min;1;39503;29;60;3,3333333333333335;99,77521279013968;1,639344262295082;99,9266417079834;12,798990848281713;2,1978021978021984;1,8248175182481754
mlp-3camadas-quart;0;39456;73;61;0,0;99,66153068956807;0,0;99,81532545725922;0,0;0,0;0,0
oc-svm-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0,0;0,0
if-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0,0;0,0
if-quart;0;39516;13;61;0,0;99,81308411214954;0,0;99,9671127526626;0,0;0,0;0,0
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;0;39512;15;61;0,0;99,80802263312115;0,0;99,96205125610342;0,0;0,0;0,0
