;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;61;60451;662;22;8,437067773167358;98,88227988757436;73,49397590361446;98,91676075466758;85,26304024234143;15,136476426799007;28,90995260663507
pca-quart;73;59794;1316;10;5,255579553635709;97,83308548363375;87,95180722891567;97,84650630011454;92,76732754655896;9,918478260869565;21,208599651365486
mlp-1camadas-min;61;60629;484;22;11,192660550458715;99,17314857180207;73,49397590361446;99,20802447924336;85,38847791431057;19,426751592356688;34,77765108323831
mlp-1camadas-quart;73;60260;850;10;7,908992416034669;98,59461049466442;87,95180722891567;98,6090656193749;93,1281135338774;14,512922465208748;29,083665338645417
mlp-3camadas-min;61;60678;435;22;12,298387096774194;99,25321916465128;73,49397590361446;99,28820381915467;85,42297617736176;21,070811744386873;36,835748792270536
mlp-3camadas-quart;73;60316;794;10;8,419838523644753;98,68612422989558;87,95180722891567;98,70070364915726;93,17137575837877;15,368421052631579;30,442035029190997
oc-svm-min;0;61106;7;83;0,0;99,85293156415452;0,0;99,98854580858409;0,0;0,0;0,0
oc-svm-quart;0;61098;12;83;0,0;99,84475348487572;0,0;99,98036327933235;0,0;0,0;0,0
if-min;16;61022;91;67;14,953271028037383;99,7418131904046;19,27710843373494;99,85109551159327;43,87300303608368;16,842105263157894;18,223234624145785
if-quart;58;60939;171;25;25,32751091703057;99,67970192669097;69,87951807228916;99,720176730486;83,47693029819595;37,17948717948718;51,69340463458111
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;61;60744;324;22;15,844155844155845;99,43418750306618;73,49397590361446;99,46944389860484;85,50090591935265;26,068376068376068;42,53835425383543
