;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;2;39290;242;59;0,819672131147541;99,2397646048544;3,278688524590164;99,38783770110291;18,051641558441045;1,3114754098360655;2,0491803278688527
pca-quart;2;39024;505;59;0,39447731755424065;98,57539782773428;3,278688524590164;98,72245693035492;17,991114102714747;0,704225352112676;1,3315579227696406
mlp-1camadas-min;1;39423;109;60;0,9090909090909091;99,5731568711641;1,639344262295082;99,72427400586866;12,786024261007148;1,1695906432748537;1,4124293785310733
mlp-1camadas-quart;1;39273;256;60;0,38910505836575876;99,20181864107097;1,639344262295082;99,35237420627894;12,762160655643592;0,6289308176100629;0,9980039920159681
mlp-3camadas-min;1;39436;96;60;1,0309278350515463;99,60599095799762;1,639344262295082;99,7571587574623;12,788132226087805;1,2658227848101264;1,466275659824047
mlp-3camadas-quart;1;39307;222;60;0,4484304932735426;99,28769891386713;1,639344262295082;99,43838700700752;12,767683783357716;0,7042253521126761;1,0706638115631693
oc-svm-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0,0;0,0
if-min;0;39525;7;61;0,0;99,82825246887076;0,0;99,98229282606496;0,0;0,0;0,0
if-quart;0;39486;43;61;0,0;99,7373074008588;0,0;99,89121910496091;0,0;0,0;0,0
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;0;39465;62;61;0,0;99,68929978781449;0,0;99,84314519189415;0,0;0,0;0,0
