;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;122;91132;586;42;17,231638418079097;99,31651466010753;74,39024390243902;99,36108506509082;85,97380619934829;27,981651376146786;44,721407624633436
pca-quart;133;90606;1109;31;10,7085346215781;98,75923769305282;81,09756097560975;98,79081938614185;89,50806946302713;18,91891891891892;35,03688092729188
mlp-1camadas-min;114;91215;503;50;18,47649918962723;99,39814109401189;69,51219512195122;99,45157984256089;83,14503967887924;29,193341869398207;44,77611940298508
mlp-1camadas-quart;124;90749;966;40;11,376146788990825;98,90508168351855;75,60975609756098;98,94673717494412;86,49473200401857;19,77671451355662;35,50973654066437
mlp-3camadas-min;106;91292;426;58;19,924812030075188;99,47323741320389;64,63414634146342;99,53553282888855;80,20844216812792;30,45977011494253;44,61279461279462
mlp-3camadas-quart;124;90939;776;40;13,777777777777779;99,11187540134307;75,60975609756098;99,15390067055553;86,58523110682613;23,30827067669173;39,84575835475579
oc-svm-min;0;91718;0;164;0,0;99,82151019786248;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;91713;2;164;0,0;99,81932759390067;0,0;99,99781933162514;0,0;0,0;0,0
if-min;74;91615;103;90;41,80790960451977;99,78994797675279;45,1219512195122;99,88769925205521;67,13514648141121;43,401759530791786;44,417767106842746
if-quart;95;91533;182;69;34,29602888086642;99,72681461487392;57,926829268292686;99,80155917788802;76,03412312381151;43,083900226757365;50,91103965702036
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;106;91385;281;53;27,39018087855297;99,63626463381432;66,66666666666667;99,69345231601685;81,52441446831203;38,82783882783883;51,808406647116335
