;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;4;39184;348;57;1,1363636363636365;98,97709191018615;6,557377049180328;99,11970049580087;25,494416038669968;1,937046004842615;3,3557046979865777
pca-quart;8;38781;748;53;1,0582010582010581;97,9767618085375;13,114754098360656;98,10771838397126;35,87002372116584;1,9583843329253363;4,0
mlp-1camadas-min;3;39275;257;58;1,1538461538461537;99,20440481903367;4,918032786885246;99,34989375695639;22,10443473310904;1,8691588785046724;2,9761904761904754
mlp-1camadas-quart;5;39012;517;56;0,9578544061302682;98,55266481434705;8,19672131147541;98,69209947127426;28,442075082708797;1,7152658662092624;3,2637075718015662
mlp-3camadas-min;3;39368;164;58;1,7964071856287425;99,43929482484278;4,918032786885246;99,58514621066477;22,1305900090985;2,6315789473684212;3,6496350364963503
mlp-3camadas-quart;4;39166;363;57;1,0899182561307903;98,93912604192978;6,557377049180328;99,08168686280958;25,48952685767744;1,869158878504673;3,2733224222585924
oc-svm-min;0;39532;0;61;0,0;99,84593236178112;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;39529;0;61;0,0;99,84592068704218;0,0;100,0;0,0;0,0;0,0
if-min;0;39526;6;61;0,0;99,83077816785796;0,0;99,9848224223414;0,0;0,0;0,0
if-quart;0;39517;12;61;0,0;99,81561000252589;0,0;99,96964254091932;0,0;0,0;0,0
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;0;39395;99;61;0,0;99,59549993679687;0,0;99,74932901200182;0,0;0,0;0,0
