;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1;F2
pca-min;97;65154;496;41;16,357504215851602;99,18374171581443;70,28985507246377;99,24447829398325;83,52173367469307;26,53898768809849;42,35807860262008
pca-quart;115;64758;889;23;11,45418326693227;98,61366572926958;83,33333333333333;98,64578731701373;90,66687529863269;20,140105078809107;36,95372750642673
mlp-1camadas-min;84;65328;322;54;20,689655172413794;99,42846719766523;60,869565217391305;99,50952018278751;77,82738096915186;30,88235294117647;43,84133611691023
mlp-1camadas-quart;108;65144;503;30;17,6759410801964;99,18978490537357;78,26086956521739;99,23378067543071;88,12560335057725;28,838451268357808;46,43164230438521
mlp-3camadas-min;84;65361;289;54;22,5201072386059;99,4786283212744;60,869565217391305;99,55978674790556;77,8470354765113;32,87671232876713;45,40540540540541
mlp-3camadas-quart;109;65229;418;29;20,683111954459203;99,32051379493805;78,98550724637681;99,36326107819093;88,5903921309477;32,78195488721804;50,5097312326228
oc-svm-min;0;65650;0;138;0,0;99,79023530127076;0,0;100,0;0,0;0,0;0,0
oc-svm-quart;0;65647;0;138;0,0;99,79022573535;0,0;100,0;0,0;0,0;0,0
if-min;48;65563;87;90;35,55555555555556;99,730953973369;34,78260869565217;99,86747905559787;58,93769121209364;35,16483516483517;34,934497816593876
if-quart;66;65527;120;72;35,483870967741936;99,70814015353044;47,82608695652174;99,81720413727969;69,0931710433558;40,74074074074075;44,71544715447155
ensemble-retro;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ensemble-full;75;65402;241;55;23,734177215189874;99,54996731181488;57,69230769230769;99,63286260530445;75,81589388571925;33,6322869955157;44,856459330143544
